FECHA,DEPARTAMENTO,MUNICIPIO,CORREGIMIENTOO VEREDA,Superficial,Subterráneo,Fecha de terminación,Hora de terminación,Bosque nativo denso,Bosque intervenido,Bosque plantado,Bosque seco,Cultivos,Páramos,Sabanas y pastizales,Pastos mejorados,Rastrojo,Área total ,Reporte del incendio
02/01/2016,CUNDINAMARCA,CAQUEZA,VEREDA PALO GRANDE,1,0,02/01/2016,13:00,0,0,0,0,0,0,0,0,0.5,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Palo Grande  del Municipio de Caqueza  iniciado por causas desconocidas a las 10:00 y liquidado a las 13:00 horas del día 02/01/16 con afectación de 0,5 hectáreas de rastrojo. Atendió bomberos Caqueza."
03/01/2016,CUNDINAMARCA,COTA,VEREDA PARCELAS,1,0,03/01/2016,11:00,0,0,0,0,0,0,2,0,0,2,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Parcelas del Municipio de Cota, iniciado por causas desconocidas a las 09:00 y liquidado a las 11:00 horas del día 03/01/16 con afectación de 2 hectáreas de pastizales. Atendió bomberos Cota."
03/01/2016,CUNDINAMARCA,VILLETA,VEREDA SAN ISIDRO,1,0,03/01/2016,18:00,0,0,0,0,0,0,1,0,0,1,"Ct. Jaime Martínez de bomberos Villeta, reporta incendio forestal en la vereda San Isidro del Municipio de Villeta, iniciado por causas desconocidas a las 16:00 y liquidado a las 18:00 horas del día 03/01/16 con afectación de 1 hectárea de pastizales. Atendió bomberos Villeta y Comunidad."
03/01/2016,CUNDINAMARCA,MADRID,VEREDA BALMAR,1,0,03/01/2016,17:30,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Balmar  del Municipio de Madrid, iniciado por causas desconocidas a las 09:00 y liquidado a las 11:00 horas del día 03/01/16 con afectación de 0,5 hectáreas de pastizales. Atendió bomberos Cota."
03/01/2016,CUNDINAMARCA,TENJO,CAMELLON DE LAS LAJAS,1,0,03/01/2016,16:30,0,0,0,0,0,0,1,0,0,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda camellón de las lajas del Municipio de Tenjo iniciado a las 14:00 y liquidado a las 16::30 horas del día 03/01/16 con afectación de 1 hectáreas de pinos y  pastizales. Atendió bomberos Tenjo, Madrid y El Rosal."
03/01/2016,CUNDINAMARCA,FUSAGASUGA,ANTIGUO RELLENO SANITARIO,1,0,03/01/2016,13:00,0,0,0,0,0,0,0,0,0.5,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en el antiguo relleno sanitario del Municipio de Fusagasugá, iniciado por causas desconocidas a las 10:00 y liquidado a las 13:00 horas del día 03/01/16 con afectación de 0,5 hectáreas de rastrojo. Atendió bomberos Fusagasugá."
03/01/2016,CUNDINAMARCA,SOACHA,SAN MATEO,1,0,03/01/2016,18:30,0,0,0,0,0,0,1,0,0,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en el barrio San Mateo del  Municipio de Soacha, iniciado por causas desconocidas  a las 13:00 y liquidado a las 18:30 horas del día 03/01/16 con afectación de 1 hectáreas de pastizales. Atendió bomberos Soacha. "
03/01/2016,CUNDINAMARCA,LENGUAZAQUE ,VEREDA CUBA,1,0,03/01/2016,17:30,1,0,0,0,0,0,0,0,0,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Cuba del  Municipio de Lenguazaque, iniciado a las 16:30 y liquidado a las 17:30 horas del día 03/01/16 con afectación de 1 hectáreas de vegetación nativa. Atendió bomberos Lenguazaque "
03/01/2016,CUNDINAMARCA,SASAIMA,VEREDA SANTA ANA,1,0,03/01/2016,17:30,0,0,0,0,0,0,1,0,0,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Santa Ana del Municipio de Sasaima, iniciado por causas desconocidas a las 14:00 y liquidado a las 17:00 horas del día 03/01/16 con afectación de 1 hectáreas de pastizales. Atendió bomberos Sasaima.  "
04/01/2016,CUNDINAMARCA,LA MESA,VEREDA SAN ANDRES,1,0,04/01/2016,8:00,0,0,0,0,0,0,1,0,0,1,"Félix Cana de bomberos La Mesa, reporta incendio forestal en la vereda San Andrés del Municipio de La Mesa, iniciado por causas desconocidas a las 06:00 y liquidado a las 08:00 horas del día 04/01/16 con afectación de 1 hectárea de pastizales. Atendió bomberos La Mesa."
04/01/2016,CUNDINAMARCA,COTA,VEREDA PARCELAS,1,0,04/01/2016,16:30,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Parcelas del  Municipio de Cota, iniciado por causas desconocidas  a las 16:00 y liquidado a las 16:30 horas del día 04/01/16, afectación de 0,5 hectáreas de pastizales. Atendió bomberos Cota"
05/01/2016,CUNDINAMARCA,GIRARDOT,BARRIO PRIMERO DE ENERO,1,0,04/01/2016,13:00,0,0,0,0,0,0,1,0,0,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en el barrio Primero de Enero del  Municipio de Girardot, iniciado por causas por establecer a las 10:00  y liquidado a las 13:00 horas del día 04/01/16, con afectación de 1 hectáreas de pastizales. Atendió bomberos Girardot."
05/01/2016,CUNDINAMARCA,MADRID,VEREDA CASA BLANCA,1,0,05/01/2016,19:00,0,0,0,0,0,0,0,0,2.5,2.5,"Nohemí Ramírez del CMGRD del Municipio de Madrid, reporta incendio forestal en la vereda Casa Blanca del Municipio de Madrid, iniciado por posible quema de residuos vegetales a las 14:30 horas del día 05/01/16, lleva una afectación de 2 hectáreas y es atendido por 14 bomberos y 20 trabajadores de la finca para un total de 32 personas. Quedo liquidado a las 19:00 horas con afectación de 2,5 hectáreas de rastrojo."
06/01/2016,CUNDINAMARCA,TOCANCIPA,VEREDA CANABITA,1,0,06/01/2016,9:30,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Canabita del Municipio de Tocancipa, iniciado por causas por establecer a las 07:00  y liquidado a las 09:30 horas del día 06/01/16, con afectación de 0,5 hectáreas de pastizales. Atendió bomberos Tocancipa."
07/01/2016,CUNDINAMARCA,UBAQUE,VEREDA SAN AGUSTIN ALTA,1,0,07/01/2016,18:30,0,0,0,0,0,0,0,0,3,3,"Bomberos Fomeque reporta incendio forestal en la vereda San Agustín alta del Municipio de Fomeque, iniciado por quema agrícola en la finca del Señor Florián Hernández Torre, a las 10:00 y liquidado a las 18:30  horas del día 07/01/15, con afectación de 3 hectáreas de rastrojo. Atendieron 15 unidades de Policía, Ejercito y bomberos de Fomeque y Chachi,."
08/01/2016,CUNDINAMARCA,FOMEQUE,VEREDA UCUATOQUE,1,0,07/01/2016,20;30,0,0,0,0,0,0,1,0,0,1,"Esperanza Beltrán de bomberos Choachi reporta incendio forestal en la vereda Ucuatoque del Municipio de Fomeque, iniciado por causas desconocidas a las 18:00 y liquidado a las 20:30 horas del día 07/01/16 con afectación de 1 hectárea de pastizales. Atendieron 10 unidades de bomberos Fomeque y Policía.  "
08/01/2016,CUNDINAMARCA,SIMIJACA,VEREDA PANTANO,1,0,07/01/2016,18:30,0,0,0,0,0,0,1,0,0,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Pantano del Municipio de Simijaca, iniciado por causas por establecer a las 17:00  y liquidado a las 19:30 horas del día 07/01/16, con afectación de 1 hectárea de pastizales. Atendió bomberos Simijaca."
08/01/2016,CUNDINAMARCA,QUEBRADANEGRA,VEREDA PILONES,1,0,07/01/2016,19:00,0,0,0,0,0,0,1,0,0,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Pilones  del Municipio de Quebrada Negra, iniciado por causas por establecer a las 17:00  y liquidado a las 19:00 horas del día 07/01/16, con afectación de 1 hectárea de pastizales. Atendió bomberos Quebrada Negra."
08/01/2016,CUNDINAMARCA,CHOACHI,VEREDA BARRO NEGRO,1,0,08/01/2016,10:30,0,0,0,0,0,0,3,0,3,6,"Esperanza Beltrán de bomberos Choachi reporta incendio forestal en la vereda Barro Negro (Chivate) del Municipio de Choachi, iniciado por causas desconocidas a las 22:00 horas del día 07/01/16, se encuentra activo y es atendido por 15 unidades de bomberos Ubaque, Choachi, Policía Y Comunidad. Quedo liquidado a las 10:30 horas del día 08/01/16 con afectación de 6 hectáreas de rastrojo y pastizales.  "
08/01/2016,CUNDINAMARCA,CAQUEZA,SECTOR LA VARA KILOMETRO 26 VIA BOGOTA VILLAVICENCIO,1,0,08/01/2016,13:00,0,0,0,0,0,0,0,0.5,0.5,1,"Bomberos Cáqueza reporta incendio forestal en el sitio La Vara kilometro 26 de la vía Bogotá Villavicencio, iniciado por causas desconocidas a las 10:00 y liquidado a las 13:00 horas del día 08/01/16 con afectación de 1 hectárea de pasto de corte y rastrojo. Atendió bomberos Cáqueza con una maquina y 2 unidades."
08/01/2016,CUNDINAMARCA,CHOACHI,BARRIO SAN CARLOS,1,0,08/01/2016,11:00,0,0,0,0,0,0,0.5,0,0,0.5,"Esperanza Beltrán de bomberos Choachi, reporta incendio forestal en el barrio san Carlos del Municipio de Choachi, iniciado por causas desconocidas a las 10:00 y liquidado a las 11:00 horas del día 08/01/16 con afectación de 0,5 hectáreas de pastizales. Atendió bomberos Choachi con 3 unidades."
10/01/2016,CUNDINAMARCA,CHOACHI,VEREDA FERRALARA,1,0,09/01/2016,18:00,0,0,0,0,0,0,0,0,1,1,"Esperanza Beltrán de bomberos Choachi, reporta incendio forestal en la vereda Ferralara del Municipio de Choachi, iniciado por causas desconocidas a las 15:00 y liquidado a las 18:00 horas del día 09/01/15 con afectación de 1 hectárea de rastrojo. Atendio bomberos Choachi con 5 unidades y una maquina."
10/01/2016,CUNDINAMARCA,CHOACHI,VEREDA BARRO NEGRO PARTE ALTA Y BAJA,1,0,11/01/2016,14:00,13,0,0,0,0,0,0,0,0,13,"Esperanza Beltrán de bomberos Choachi, reporta incendio forestal en la vereda Barro Negro del Municipio de Choachi, iniciado por causas desconocidas a las 12:00 horas del día 09/01/15, es atendido por bomberos Choachi. Día 10/01/15 atienden PONALSAR con 25 unidades, los bomberos de Choachi con 6 unidades, Ubaque con 2 unidades,  Fomeque con 3 unidades, 10 personas de la comunidad, para un total de 46 personas , continua activo ya que es una ladera de difícil acceso y se encuentran controlando el incendio para que no llegue a 3 casas que se encuentran en el área. Quedo liquidado a las 14:00 horas del día 11/01/16 con afectación de 13 hectáreas de bosque nativo."
10/01/2016,CUNDINAMARCA,GACHETA,VEREDA CUSAQUIN SECTOR CUARTO  DE SAN JOSE,1,0,09/01/2016,22:30,1,0,0,0,0,0,0,2,0,4,"Fredy Pachón de bomberos Gacheta, reporta incendio forestal en la vereda Casaquín sector Cuarto de San José del Municipio de Gacheta, iniciado a las 19:30 y liquidado a las 22:30 horas del día 09/01/16 con afectación de 2 hectáreas de pastos de corte, 1 hectárea de cultivo de yuca y 1 hectárea de vegetación nativa. Atendió bomberos Gacheta con 6 unidades y 25 personas de la Comunidad."
10/01/2016,CUNDINAMARCA,FUNZA,VEREDA LA FLORIDA,1,0,10/01/2016,0:30,0,0,0,0,0,0,0,0,0.5,0.5,"Ct. Fernando Rodríguez de bomberos Funza, reporta incendio forestal en la vereda La Florida cabecera de la pista de aterrizaje de el aeropuerto El Dorado del Municipio de Funza, iniciado por causas desconocidas a las 22:00 horas del día 09/01/16 y liquidado a las 00:30 horas del día 10/01/16 con afectación de 0,5 hectáreas de rastrojo y basuras que puso en riesgo el trafico aéreo. Atendió bomberos OPAIN 10 unidades y Funza  5 unidades con apoyo de la Policía 5 unidades."
01/02/2016,CUNDINAMARCA,SUSA,VEREDA FRAGUA,1,0,09/01/2016,16:00,1,0,0,0,0,0,0,0,0,1,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda La Fragua del Municipio de Susa, iniciado por causas por establecer a las 09:00  y liquidado a las 16:00 horas del día 09/01/16, con afectación de 1 hectáreas de bosque nativo. Atendió bomberos Ubate."
12/02/2016,CUNDINAMARCA,SUESCA,VEREDA TAUSAQUIRA,1,0,11/01/2016,14:00,0,0,0,0,0,0,0,0,0,3,"Cindy Carolina Villamil del CMGRD del Municipio de Suesca, reporta incendio forestal en la vereda Tausaquira del Municipio de Suesca, iniciado por chispas ocasionadas por corto circuito en las líneas de conducción eléctrica a las 12:00 y liquidado a las 14:30 horas del día 11/01/16, con afectación de 3 hectáreas de pastizales. Atendió bomberos de Suesca y de Sesquile con apoyo del CMGRD."
12/01/2016,CUNDINAMARCA,CUCUNUBA,VEREDA LA TOMA,1,0,11/01/2016,15:00,1,0,0,0,0,0,1,0,0,2,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda La Toma del Municipio de Cucunuba, iniciado por causas por establecer a las 10:00  y liquidado a las 15:00 horas del día 11/01/16, con afectación de 2 hectáreas de bosque nativo y pastizales. Atendió bomberos Ubate."
12/01/2016,CUNDINAMARCA,TOCANCIPA,VEREDA GACHINA,1,0,11/01/2016,11:00,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Verganzo  del Municipio de Tocancipa, iniciado por causas por establecer a las 08:00  y liquidado a las 11:00 horas del día 11/01/16, con afectación de 0,5 hectáreas de  pastizales. Atendió bomberos Tocancipa."
12/01/2016,CUNDINAMARCA,GACHANCIPA,VEREDA VERGANZO,1,0,11/01/2016,15:00,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Gachina  del Municipio de Gachancipa, iniciado por causas por establecer a las 13:00  y liquidado a las 15:00 horas del día 11/01/16, con afectación de 0,5 hectáreas de  pastizales. Atendió bomberos Tocancipa."
12/01/2016,CUNDINAMARCA,SESQUILE,CERRO PAN DE AZUCAR,1,0,10/01/2016,13:00,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en el Cerro Pan de Azúcar   del Municipio de Sesquile, iniciado por causas por establecer a las 10:00  y liquidado a las 13:00 horas del día 10/01/16, con afectación de 0,5 hectáreas de  pastizales. Atendió bomberos Sesquile."
12/01/2016,CUNDINAMARCA,GACHALA,VEREDA MURCA,1,0,10/01/2016,12:00,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Murca   del Municipio de Gachala, iniciado por causas por establecer a las 10:00  y liquidado a las 12:00 horas del día 10/01/16, con afectación de 0,5 hectáreas de  pastizales. Atendió bomberos Gachala."
12/01/2016,CUNDINAMARCA,GACHALA,VEREDA TUNJA,1,0,10/01/2016,16:30,0,0,0,0,0,0,0,0,0.5,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Tunja  del Municipio de Gachala, iniciado por causas por establecer a las 14:00  y liquidado a las 16:30 horas del día 10/01/16, con afectación de 0,5 hectáreas de  rastrojo. Atendió bomberos Gachala."
12/01/2016,CUNDINAMARCA,SESQUILE,CLUB ARMADA NACIONAL,1,0,10/01/2016,7:00,0,0,0,0,0,0,0.5,0,0,0.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en el Club de la Armada Nacional del Municipio de Sesquile, iniciado por causas por establecer a las 04:40  y liquidado a las 07:00 horas del día 10/01/16, con afectación de 0,5 hectáreas de  pastizales. Atendió bomberos Sesquile."
12/01/2016,CUNDINAMARCA,UBATE,KILOMETRO 1 VIA UBATE BOGOTA,1,0,15/01/2016,15:00,2,0,0,0,0,0,0,0,0.5,2.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en el kilometro 1 de la vía Ubate Bogotá,  iniciado por causas por establecer a las 12:30 del día 12/01/16, se encuentra activo y es atendido por bomberos Ubate y comunidad en total 13 unidades. Día 13/01/16 a las 16:00 horas reportan incendio controlado con afectación de 2 hectáreas de bosque nativo. Liquidado a las 15:00 horas del día 15/01/16 con afectación total de 2,5 hectáreas."
12/01/2016,CUNDINAMARCA,SIBATE,VEREDA EL JASMIN,1,0,12/01/2016,16:00,0,0,1.5,0,0,0,1,0,0,2.5,"Sg. Sánchez de bomberos Sibaté, reporta incendio forestal en la vereda El Jazmín del Municipio de Sibaté, iniciado a las 09:30 y liquidado a las 16:00 horas del día 12/01/16 con afectación de 2.5 hectáreas de pastizales y bosque plantado. Atendió bomberos Sibaté con 5 unidades, Ejercito con 6 unidades, Policía con 2 unidades, Defensa Civil 5 unidades y 7 de la Comunidad."
,CUNDINAMARCA,GACHETA,VEREDA CUSAQUIN  SAN JOSE,1,0,15/01/2016,16:00,0,0,0,0,0,0,0,0,1,1,"Fredy Pachón de bomberos Gacheta, reporta incendio forestal en la vereda Casaquín San José, iniciado por causas desconocidas a las 18:30 horas del día 13/01/16. a las 20:00 informan que esta controlado y tiene afectación de 1 hectárea de rastrojo, atiende bomberos Gacheta. Quedo liquidado a las 16:00 horas del día 15/01/16 con afectación total de 1 hectárea de rastrojo."
,CUNDINAMARCA,CHIPAQUE,VEREDA LAS FLORES,1,0,13/01/2016,20:30,1,0,1,0,0,0,1,1,1,5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Las Flores del Municipio de Chipaque,  iniciado por quema de residuos vegetales a las 15:00 y liquidado a las 20:30 horas del día 13/01/16  con afectación de 5 hectáreas de bosque nativo, bosque plantado, pastos de corte, pastizales y rastrojo. Atendió bomberos Une y Cáqueza con 6 unidades. "
,CUNDINAMARCA,GACHALA,VEREDA SANTA HELENA,1,0,14/01/2016,12:00,0.5,0,0,0,0,0,2,0,0,2.5,"Ct. Iván Darío Valenzuela coordinador de bomberos reporta incendio forestal en la vereda Santa Helena del Municipio de Gachala,  iniciado por causas desconocidas  a las 15:30 horas del día 13/01/16. Se encuentra activo y es atendido por bomberos Gachala, defensa civil y comunidad, total 10 unidades. Liquidado a las 12:00 horas del día 14/01/16 con afectación de 2,5 hectáreas de pastizales y vegetación nativa."
,CUNDINAMARCA,ALBAN,VEREDA PANTANILLO FINCA NARANJITOS,1,0,13/01/2016,18:30,0,0,0,0,0,0,0,0,0.5,0.5,"María Cristina de bomberos Albán, reporta incendio forestal en la vereda Pantanillo finca Naranjitos del Municipio de Albán, iniciado por causas desconocidas a las 17:00 y liquidado a las 18:30 horas del día 13/01/16 con afectación de 0,5 hectáreas de rastrojo. Atendió bomberos Albán con 10 unidades."
,CUNDINAMARCA,UBAQUE,VEREDA ROMERO BAJO,1,0,15/01/2016,14:00,0,0,0,0,0,0,0,0,4,4,"Fernando Beltrán de bomberos Ubaque, reporta incendio forestal en la vereda Romero Bajo del Municipio de Ubaque, iniciado por causas desconocidas a las 12:00 y liquidado a las 14:00, con afectación de 4 hectáreas de rastrojo. Atendió bomberos de Ubaque y Fomeque con 10 unidades y Comunidad 20 personas para un total de 30."
,CUNDINAMARCA,VILLETA,VEREDA RIO DULCE,1,0,15/01/2016,13:30,0,0,0,0,2,0,0,0,0,3,"Ct. Jaime Martínez de bombeos Villeta, reporta incendio forestal en la vereda Rio Dulce del Municipio de Villeta, iniciado por causas desconocidas a las 11:30 y liquidado a las 13:30 horas del día 15/01/16 con afectación de 2 hectáreas de caña panelera y 1 de pastizales. Atendió bomberos Villeta y Policía total  12 unidades."
,CUNDINAMARCA,GUACHETA,VEREDA LA PUNTICA,1,0,16/01/2016,12:00,0,0,0,0,0,0,0,0,0,0,"Jahir Godoy de la Delegación de  bomberos Cundinamarca,  reporta incendio forestal en la vereda La Puntica del Municipio de Guacheta, iniciado por causas desconocidas a las 13:00 horas del día 14/01/16, SE ENCUENTRA ACTIIVO Y SIN ATENCION DEBIDO A FALTA DE CONVENIOS CON LOS ENTES OPERATIVOS. SE LE INFORMA AL CT. IVAN DARIO VALENZUELA, AL ALCALDE DE GUACHETA PABLO ENRIQUE QUICASAN BALLESTEROS Y A CMGRD, JAIME VILLALBA, PARA QUE TOMEN LAS ACCIONES PERTINENTES AL TEMA. Jaime Villalba informa que realizada la visita a la vereda La Puntica no se encontró incendio alguno, que posiblemente sea en Fuquene vereda Tarabita. Se llama a NESTOR MARQUEZ Coordinador del CMGRD de Fuquene, quien después de constatar  informa que no hay incendio. POR LO QUE SE CONCLUYE QUE SE TRATO DE UNA FALSA ALARMA."
,CUNDINAMARCA,TIBIRITA,VEREDA CAÑADAS,1,0,15/01/2016,16:30,0,0,0,0,0,0,1,0,0,0,"Mauricio Riveros de la Defensa Civil Cundinamarca, reporta incendio forestal en la vereda Cañadas del Municipio de Tibirita, iniciado por causas desconocidas a las 11:00 horas y liquidado a las 16:30 horas del día 15/01/16, con afectación de 2 hectáreas de rastrojo y pastizales. Atendió Defensa Civil, Policía y Comunidad. total 13 personas."
,CUNDINAMARCA,QUETAME,INSPECCION PUENTE QUETAME,1,0,15/01/2016,17:15,0,0,0,0,0,0,0,0,0.5,0,"Carlos López de bomberos Cáqueza, reporta incendio forestal en la Inspección de Puente Quetame kilometro 42 de la vía Bogotá Villavicencio, iniciado por causas desconocidas a las 15:30  y liquidado a las 17:15 horas del día 15/01/16, con afectación de 0,5 hectáreas de rastrojo. Atendió  bomberos Cáqueza y brigada de Coviandes, total 6 unidades"
,CUNDINAMARCA,UTICA,VEREDA PALACIO,1,0,15/01/2016,16:30,0,0,0,0,0,0,0.5,0,0,0,"Mauricio Zarate de bomberos Utica, reporta incendio forestal en la vereda Palacio del Municipio de Utica, iniciado por chispas producidas por corto circuito en las líneas de conducción eléctrica a las 15:00 y liquidado a las 1630 horas del día 15/01/16, con afectación de 0,5 hectáreas de pastizales. Atendió bomberos Utica con 2 vehículos y comunidad, total 8 personas."
,CUNDINAMARCA,GUATAVITA,VEREDA CHALECHE SECTOR EL LAVADERO,1,0,15/01/2016,18:00,0,0,0,0,0,0,0,0,0.5,0.5,"Mauricio Jiménez de bomberos Guasca, reporta incendio forestal en la vereda Chaleche del Municipio de Guatavita, iniciado por causas desconocidas a las 15:00 y liquidado a las 18:00 horas del día 15/01/16 con afectación de 0,5 hectáreas de rastrojo. Atendió bomberos Guasca con 4 unidades, CMGRD con 6 unidades, Comunidad con 11 personas y brigada CAR con 5 Unidades, total 26 personas."
,CUNDINAMARCA,GUATAVITA,VEREDA MONTECILLO SECTOR EL MIRADOR,1,0,15/01/2016,20:00,0,0,0,0,0,0,0.5,0,0,0.5,"Mauricio Jiménez de bomberos Guasca, reporta incendio forestal en la vereda Montecillo  del Municipio de Guatavita, iniciado por causas desconocidas a las 15:15 y liquidado a las 20:00 horas del día 15/01/16 con afectación de 0,5 hectáreas de rastrojo. Atendió bomberos Guasca con 4 unidades, CMGRD con 6 unidades, Comunidad con 11 personas y brigada CAR con 5 Unidades, total 26 personas."
